,reward,test_name,model
88,"(0.2764, 2.3225)",XSBench,o2
89,"(0.2272, 1.2223)",beamformer,o2
90,"(0.2601, 10.4539)",Packing-flt,o2
91,"(0.1868, 0.0196)",netbench-crc,o2
92,"(0.3544, 1.8501)",ControlLoops-flt,o2
93,"(0.2055, 0.0597)",network-patricia,o2
94,"(0.238, 0.1006)",distray,o2
95,"(0.3064, 2.5809)",Expansion-dbl,o2
96,"(0.2973, 0.0331)",gnugo,o2
97,"(0.2426, 0.2101)",voronoi,o2
98,"(0.2536, 0.035)",ocean,o2
99,"(0.3212, 3.4139)",NodeSplitting-flt,o2
100,"(0.2374, 2.314)",IRSmk,o2
101,"(0.1811, 0.0816)",bintr,o2
102,"(0.2199, 0.2291)",automotive-basicmath,o2
103,"(0.2829, 2.5543)",Expansion-dbl,o2
104,"(0.2566, 0.342)",perimeter,o2
105,"(0.2753, 2.5605)",CrossingThresholds-dbl,o2
106,"(0.2323, 0.0232)",security-sha,o2
107,"(0.1621, 0.239)",telecomm-adpcm,o2
108,"(0.2775, 3.7858)",Recurrences-dbl,o2
109,"(0.2655, 0.1326)",neural,o2
110,"(0.2219, 6.4464)",CrystalMk,o2
111,"(0.3238, 5.2232)",IndirectAddressing-flt,o2
112,"(0.202, 0.6762)",drop3,o2
113,,,o2
114,,,o2
115,"(27.938, 13.6998)",halide_blur,o2
116,"(0.1968, 1.659)",five11,o2
117,"(0.2826, 1.2083)",bh,o2
118,"(0.2409, 0.1928)",hotspot,o2
119,"(0.2897, 1.1163)",beamformer,o2
120,"(0.3277, 2.1557)",CrossingThresholds-flt,o2
121,"(0.6542, 0.0684)",pifft,o2
122,"(0.395, 2.9011)",PathFinder,o2
123,"(0.9964, 6.4694)",miniFE,o2
124,"(0.397, 2.9131)",PathFinder,o2
125,"(0.2269, 3.9015)",llu,o2
126,"(0.2177, 0.8544)",pathfinder,o2
127,"(0.3234, 2.3611)",LoopRerolling-flt,o2
128,"(0.3124, 4.5899)",InductionVariable-dbl,o2
129,"(0.2168, 0.042)",qbsort,o2
130,"(0.3691, 1.8467)",ControlLoops-flt,o2
131,"(0.3051, 3.5517)",NodeSplitting-dbl,o2
132,"(1.4485, 0.0561)",gs,o2
133,"(0.2021, 0.2)",primes,o2
134,"(0.3429, 1.7847)",Symbolics-flt,o2
135,"(0.3221, 3.3593)",Equivalencing-flt,o2
136,"(0.249, 0.2012)",voronoi,o2
137,"(0.225, 1.792)",anagram,o2
138,"(1.8215, 0.5357)",espresso,o2
139,"(0.2456, 4.0441)",llu,o2
140,"(0.6473, 0.0859)",pifft,o2
141,"(0.2935, 1.8395)",ControlLoops-flt,o2
142,"(0.2603, 2.2334)",IRSmk,o2
143,"(0.2246, 0.2752)",telecomm-adpcm,o2
144,"(0.2011, 0.666)",drop3,o2
145,"(0.3221, 2.7386)",Symbolics-dbl,o2
146,"(0.2248, 0.1432)",treeadd,o2
147,"(0.3534, 10.4875)",Packing-flt,o2
148,"(0.2994, 3.523)",Equivalencing-dbl,o2
149,"(0.252, 0.103)",bisect,o2
150,"(0.3285, 4.3914)",LoopRestructuring-dbl,o2
151,"(0.5121, 0.5828)",bc,o2
152,"(0.198, 0.15)",mason,o2
153,"(0.2523, 0.1908)",hotspot,o2
154,"(0.3497, 2.993)",Reductions-dbl,o2
155,"(4.2343, 41.5796)",pairlocalalign,o2
156,"(0.3527, 1.8504)",ControlLoops-flt,o2
157,"(0.4888, 0.0273)",security-rijndael,o2
158,"(0.2352, 5.9297)",is,o2
159,"(0.2981, 0.1214)",distray,o2
160,"(0.5797, 0.0853)",automotive-susan,o2
161,"(0.4982, 2.2742)",CoMD,o2
162,"(0.3761, 4.9075)",Reductions-flt,o2
163,"(0.6086, 3.217)",nbench,o2
164,"(0.3296, 3.7937)",Recurrences-flt,o2
165,"(0.408, 11.5717)",AMGmk,o2
166,"(0.2185, 0.3313)",iotest,o2
167,"(0.2959, 3.5811)",GlobalDataFlow-dbl,o2
168,"(0.4714, 0.0354)",security-rijndael,o2
169,"(0.2505, 0.8401)",pathfinder,o2
170,"(0.2702, 0.7319)",ft,o2
171,"(0.2339, 0.1029)",bisect,o2
172,"(0.2376, 0.641)",srad,o2
173,"(0.1904, 0.0566)",network-dijkstra,o2
174,"(0.3537, 3.5025)",NodeSplitting-dbl,o2
175,"(0.3377, 2.5866)",Expansion-dbl,o2
176,"(0.2935, 0.0285)",telecomm-fft,o2
177,"(0.2453, 0.8545)",pathfinder,o2
178,"(0.225, 0.6652)",drop3,o2
179,"(0.361, 1.8356)",ControlLoops-flt,o2
180,"(0.2935, 2.2403)",IRSmk,o2
181,"(0.337, 10.4691)",Packing-flt,o2
182,"(0.2952, 1.1277)",beamformer,o2
183,"(0.3017, 0.1278)",neural,o2
184,"(0.3784, 2.1222)",CrossingThresholds-flt,o2
185,"(0.2718, 0.1791)",health,o2
186,"(0.3235, 2.8584)",StatementReordering-dbl,o2
187,"(1.0648, 6.6952)",miniFE,o2
188,"(0.385, 2.9316)",PathFinder,o2
189,"(0.3485, 3.4234)",NodeSplitting-flt,o2
190,"(0.3715, 8.2607)",ControlFlow-flt,o2
191,"(0.2378, 0.1215)",treeadd,o2
192,"(4.2531, 41.7653)",pairlocalalign,o2
193,"(0.8103, 0.8981)",miniAMR,o2
194,"(0.3869, 0.4166)",fourinarow,o2
195,"(0.2725, 2.7104)",StatementReordering-flt,o2
196,"(0.2753, 0.1287)",neural,o2
197,"(0.3435, 2.0081)",ControlLoops-dbl,o2
198,"(0.2705, 0.656)",ft,o2
199,"(0.1989, 0.6654)",drop3,o2
200,"(0.3494, 6.4781)",sim,o2
201,"(1.8465, 0.5568)",espresso,o2
202,"(0.3163, 0.1916)",voronoi,o2
203,"(0.2672, 2.3159)",IRSmk,o2
204,"(0.6281, 0.0647)",pifft,o2
205,"(0.2799, 6.4217)",CrystalMk,o2
206,"(0.2245, 1.3297)",enc-rc4,o2
207,"(0.3737, 3.3848)",GlobalDataFlow-dbl,o2
208,"(1.8224, 0.5512)",espresso,o2
209,"(0.6781, 0.0858)",pifft,o2
210,"(0.3063, 4.8906)",Reductions-flt,o2
211,"(0.2976, 2.9476)",StatementReordering-dbl,o2
212,"(0.2434, 0.0543)",network-dijkstra,o2
213,"(0.4124, 11.5762)",AMGmk,o2
214,"(0.2518, 1.1071)",life,o2
215,"(1.476, 0.0577)",gs,o2
216,"(0.3771, 1.1906)",bh,o2
217,"(0.2685, 1.3167)",enc-rc4,o2
218,"(0.3534, 3.5192)",Equivalencing-dbl,o2
219,"(1.4983, 0.059)",gs,o2
220,"(0.3918, 2.139)",GlobalDataFlow-flt,o2
221,"(0.5091, 0.0393)",security-rijndael,o2
222,"(0.3736, 3.4453)",GlobalDataFlow-dbl,o2
223,"(0.3138, 7.7631)",8b10b,o2
224,"(0.4223, 8.1901)",ControlFlow-flt,o2
225,"(0.4083, 8.2681)",ControlFlow-dbl,o2
226,"(0.7907, 0.7963)",miniGMG,o2
227,"(0.2745, 0.0774)",mst,o2
228,"(0.4983, 2.436)",SimpleMOC,o2
229,"(6.9081, 10.1931)",tramp3d-v4,o2
230,"(0.4169, 2.9047)",PathFinder,o2
231,"(1.4435, 0.0567)",gs,o2
232,"(1.1462, 6.5192)",miniFE,o2
233,"(0.5112, 0.0357)",security-rijndael,o2
234,"(0.2916, 0.0297)",telecomm-fft,o2
235,"(0.3643, 2.7358)",Symbolics-dbl,o2
236,"(0.4623, 2.3911)",SimpleMOC,o2
237,"(0.3197, 0.2252)",telecomm-adpcm,o2
238,"(0.3625, 1.2356)",bh,o2
239,"(0.2349, 3.9944)",llu,o2
240,"(0.2629, 0.616)",enc-pc1,o2
241,"(6.8837, 10.2065)",tramp3d-v4,o2
242,"(0.3125, 7.7871)",em3d,o2
243,"(0.3102, 1.8029)",anagram,o2
244,"(0.3138, 1.1861)",beamformer,o2
245,"(0.3096, 0.2133)",voronoi,o2
246,"(0.5427, 2.469)",SimpleMOC,o2
247,"(0.2542, 2.2519)",IRSmk,o2
248,"(6.9634, 10.1954)",tramp3d-v4,o2
249,"(0.3814, 0.986)",enc-3des,o2
250,"(0.3015, 3.9554)",llu,o2
251,"(0.2748, 0.6117)",enc-pc1,o2
252,"(0.37, 3.5119)",Equivalencing-dbl,o2
253,"(0.4424, 8.3437)",ControlFlow-dbl,o2
254,"(0.3389, 0.129)",neural,o2
255,"(0.4402, 11.6634)",AMGmk,o2
256,"(0.3192, 0.141)",treeadd,o2
257,"(0.3139, 0.0458)",qbsort,o2
258,"(0.3412, 6.5797)",CrystalMk,o2
259,"(0.3946, 2.7141)",HACCKernels,o2
260,"(0.3726, 1.8295)",ControlLoops-flt,o2
261,"(0.4018, 1.83)",ControlLoops-flt,o2
262,"(0.4051, 2.7196)",StatementReordering-flt,o2
263,"(0.2779, 0.2206)",automotive-basicmath,o2
264,"(0.2538, 2.6282)",bmm,o2
265,"(0.3948, 3.4156)",Equivalencing-flt,o2
266,"(0.3648, 10.4876)",Packing-flt,o2
267,"(0.3062, 0.3055)",iotest,o2
268,"(0.3483, 0.0667)",analyzer,o2
269,"(0.343, 7.7936)",em3d,o2
270,"(0.3079, 5.9143)",is,o2
271,"(0.3903, 4.6434)",InductionVariable-dbl,o2
272,"(0.3351, 2.6452)",bmm,o2
273,"(0.3216, 0.6439)",ft,o2
274,"(0.3151, 5.8791)",is,o2
275,"(0.4008, 1.1886)",bh,o2
276,,,o2
277,,,o2
278,"(27.7126, 13.7123)",halide_blur,o2
279,"(0.3744, 4.2154)",InductionVariable-flt,o2
280,"(0.3348, 0.2148)",hotspot,o2
281,"(0.3951, 6.5563)",sim,o2
282,"(0.3815, 3.8035)",Recurrences-flt,o2
283,"(0.2481, 7.8797)",em3d,o2
284,"(0.3775, 2.1532)",CrossingThresholds-flt,o2
285,"(0.4163, 0.4448)",fourinarow,o2
286,"(0.4371, 11.4586)",AMGmk,o2
287,"(0.2845, 1.6435)",five11,o2
288,"(0.3919, 4.76)",Searching-dbl,o2
289,"(0.3437, 0.202)",hotspot,o2
290,"(0.3477, 69.6261)",scimark2,o2
291,"(0.5048, 2.8965)",PathFinder,o2
292,"(0.5609, 0.0328)",security-rijndael,o2
293,"(0.3955, 0.4295)",rsbench,o2
294,"(0.3443, 6.4457)",CrystalMk,o2
295,"(0.3669, 1.165)",beamformer,o2
296,"(0.312, 2.2483)",IRSmk,o2
297,"(0.3171, 0.0667)",analyzer,o2
298,"(0.4082, 2.7552)",StatementReordering-flt,o2
299,"(0.3778, 0.1181)",vor,o2
